question_id,job_role,category,skill,difficulty,question,ideal_answer,keywords,evaluation_criteria,follow_up_questions,expected_duration,weight,tags
NUR028,Nurse,Patient Safety,Fall Prevention,Medium,Can you explain Fall Prevention and why it matters in your role?,"Fall prevention includes risk assessment, bed alarms, non-slip footwear, and keeping the environment free of hazards for high-risk patients. A strong candidate would also give a concrete example of applying fall prevention in a past project or scenario, showing not just definitional knowledge but practical judgment.",fall|prevention,Accurately defines Fall Prevention|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used fall prevention directly?|What challenges have you faced with fall prevention?,3-4 minutes,5,Patient Safety
NUR029,Nurse,Patient Safety,Medication Errors Prevention,Medium,Can you explain Medication Errors Prevention and why it matters in your role?,"Preventing medication errors relies on double-checking high-alert medications, using barcode scanning, and clear communication during handoffs. A strong candidate would also give a concrete example of applying medication errors prevention in a past project or scenario, showing not just definitional knowledge but practical judgment.",medication|errors|prevention,Accurately defines Medication Errors Prevention|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used medication errors prevention directly?|What challenges have you faced with medication errors prevention?,3-4 minutes,5,Patient Safety
NUR030,Nurse,Patient Safety,Pressure Ulcer Prevention,Medium,Can you explain Pressure Ulcer Prevention and why it matters in your role?,"Preventing pressure ulcers requires regular repositioning, skin assessment, and pressure-relieving surfaces for immobile patients. A strong candidate would also give a concrete example of applying pressure ulcer prevention in a past project or scenario, showing not just definitional knowledge but practical judgment.",pressure|ulcer|prevention,Accurately defines Pressure Ulcer Prevention|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used pressure ulcer prevention directly?|What challenges have you faced with pressure ulcer prevention?,3-4 minutes,5,Patient Safety
NUR031,Nurse,Patient Safety,Restraint Use Policies,Medium,Can you explain Restraint Use Policies and why it matters in your role?,"Restraints should be a last resort, used only per policy with regular reassessment and documentation to protect patient rights and safety. A strong candidate would also give a concrete example of applying restraint use policies in a past project or scenario, showing not just definitional knowledge but practical judgment.",restraint|use|policies,Accurately defines Restraint Use Policies|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used restraint use policies directly?|What challenges have you faced with restraint use policies?,3-4 minutes,5,Patient Safety
NUR032,Nurse,Infection Control,Hand Hygiene,Easy,Can you explain Hand Hygiene and why it matters in your role?,"Hand hygiene is the single most effective way to prevent healthcare-associated infections and should occur before and after every patient contact. A strong candidate would also give a concrete example of applying hand hygiene in a past project or scenario, showing not just definitional knowledge but practical judgment.",hand|hygiene,Accurately defines Hand Hygiene|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used hand hygiene directly?|What challenges have you faced with hand hygiene?,3-4 minutes,5,Infection Control
NUR033,Nurse,Infection Control,PPE Usage,Easy,Can you explain PPE Usage and why it matters in your role?,"Correct use of personal protective equipment (gloves, gowns, masks) protects both patients and staff from cross-contamination. A strong candidate would also give a concrete example of applying ppe usage in a past project or scenario, showing not just definitional knowledge but practical judgment.",ppe|usage,Accurately defines PPE Usage|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used ppe usage directly?|What challenges have you faced with ppe usage?,3-4 minutes,5,Infection Control
NUR034,Nurse,Infection Control,Isolation Precautions,Easy,Can you explain Isolation Precautions and why it matters in your role?,"Isolation precautions (contact, droplet, airborne) are applied based on how an infectious agent spreads to prevent transmission. A strong candidate would also give a concrete example of applying isolation precautions in a past project or scenario, showing not just definitional knowledge but practical judgment.",isolation|precautions,Accurately defines Isolation Precautions|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used isolation precautions directly?|What challenges have you faced with isolation precautions?,3-4 minutes,5,Infection Control
NUR035,Nurse,Infection Control,Central Line Care,Easy,Can you explain Central Line Care and why it matters in your role?,"Central line care follows strict sterile technique during insertion and maintenance to prevent central line-associated bloodstream infections. A strong candidate would also give a concrete example of applying central line care in a past project or scenario, showing not just definitional knowledge but practical judgment.",central|line|care,Accurately defines Central Line Care|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used central line care directly?|What challenges have you faced with central line care?,3-4 minutes,5,Infection Control
NUR036,Nurse,Emergency Care,CPR/BLS,Easy,Can you explain CPR/BLS and why it matters in your role?,"Basic Life Support skills, including CPR, are critical for responding to cardiac or respiratory arrest until advanced help arrives. A strong candidate would also give a concrete example of applying cpr/bls in a past project or scenario, showing not just definitional knowledge but practical judgment.",cpr|bls,Accurately defines CPR/BLS|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used cpr/bls directly?|What challenges have you faced with cpr/bls?,3-4 minutes,5,Emergency Care
NUR037,Nurse,Emergency Care,Sepsis Recognition,Easy,Can you explain Sepsis Recognition and why it matters in your role?,"Early recognition of sepsis (fever, tachycardia, confusion, low blood pressure) and prompt treatment significantly improves patient survival. A strong candidate would also give a concrete example of applying sepsis recognition in a past project or scenario, showing not just definitional knowledge but practical judgment.",sepsis|recognition,Accurately defines Sepsis Recognition|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used sepsis recognition directly?|What challenges have you faced with sepsis recognition?,3-4 minutes,5,Emergency Care
NUR038,Nurse,Emergency Care,Anaphylaxis Response,Easy,Can you explain Anaphylaxis Response and why it matters in your role?,"Anaphylaxis requires immediate epinephrine administration, airway management, and close monitoring for a biphasic reaction. A strong candidate would also give a concrete example of applying anaphylaxis response in a past project or scenario, showing not just definitional knowledge but practical judgment.",anaphylaxis|response,Accurately defines Anaphylaxis Response|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used anaphylaxis response directly?|What challenges have you faced with anaphylaxis response?,3-4 minutes,5,Emergency Care
NUR039,Nurse,Emergency Care,Triage,Easy,Can you explain Triage and why it matters in your role?,"Triage prioritizes patients based on the severity of their condition to ensure the most critical cases are treated first. A strong candidate would also give a concrete example of applying triage in a past project or scenario, showing not just definitional knowledge but practical judgment.",triage,Accurately defines Triage|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used triage directly?|What challenges have you faced with triage?,3-4 minutes,5,Emergency Care
NUR040,Nurse,Communication,SBAR Handoff,Easy,Can you explain SBAR Handoff and why it matters in your role?,"SBAR (Situation, Background, Assessment, Recommendation) is a structured communication framework used for clear handoffs between care providers. A strong candidate would also give a concrete example of applying sbar handoff in a past project or scenario, showing not just definitional knowledge but practical judgment.",sbar|handoff,Accurately defines SBAR Handoff|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used sbar handoff directly?|What challenges have you faced with sbar handoff?,3-4 minutes,5,Communication
NUR041,Nurse,Communication,Patient Education,Easy,Can you explain Patient Education and why it matters in your role?,"Patient education explains conditions, treatments, and self-care instructions in a way patients and families can understand and act on. A strong candidate would also give a concrete example of applying patient education in a past project or scenario, showing not just definitional knowledge but practical judgment.",patient|education,Accurately defines Patient Education|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used patient education directly?|What challenges have you faced with patient education?,3-4 minutes,5,Communication
NUR042,Nurse,Communication,Family Communication,Easy,Can you explain Family Communication and why it matters in your role?,"Clear, compassionate communication with families keeps them informed and involved in care decisions, especially during stressful situations. A strong candidate would also give a concrete example of applying family communication in a past project or scenario, showing not just definitional knowledge but practical judgment.",family|communication,Accurately defines Family Communication|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used family communication directly?|What challenges have you faced with family communication?,3-4 minutes,5,Communication
NUR043,Nurse,Teamwork,Interdisciplinary Teamwork,Easy,Can you explain Interdisciplinary Teamwork and why it matters in your role?,"Nurses collaborate with physicians, therapists, and other staff, requiring clear communication and mutual respect for effective patient care. A strong candidate would also give a concrete example of applying interdisciplinary teamwork in a past project or scenario, showing not just definitional knowledge but practical judgment.",interdisciplinary|teamwork,Accurately defines Interdisciplinary Teamwork|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used interdisciplinary teamwork directly?|What challenges have you faced with interdisciplinary teamwork?,3-4 minutes,5,Teamwork
NUR044,Nurse,Teamwork,Delegation to CNAs,Easy,Can you explain Delegation to CNAs and why it matters in your role?,"Effective delegation matches tasks to a certified nursing assistant's scope of practice while the nurse retains accountability for patient outcomes. A strong candidate would also give a concrete example of applying delegation to cnas in a past project or scenario, showing not just definitional knowledge but practical judgment.",delegation|to|cnas,Accurately defines Delegation to CNAs|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used delegation to cnas directly?|What challenges have you faced with delegation to cnas?,3-4 minutes,5,Teamwork
NUR045,Nurse,Ethics,Informed Consent,Easy,Can you explain Informed Consent and why it matters in your role?,"Informed consent ensures patients understand the risks, benefits, and alternatives of a procedure before agreeing to it voluntarily. A strong candidate would also give a concrete example of applying informed consent in a past project or scenario, showing not just definitional knowledge but practical judgment.",informed|consent,Accurately defines Informed Consent|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used informed consent directly?|What challenges have you faced with informed consent?,3-4 minutes,5,Ethics
NUR046,Nurse,Ethics,End-of-Life Care,Easy,Can you explain End-of-Life Care and why it matters in your role?,"End-of-life care focuses on comfort, dignity, and honoring patient wishes, often involving palliative care and family support. A strong candidate would also give a concrete example of applying end-of-life care in a past project or scenario, showing not just definitional knowledge but practical judgment.",end-of-life|care,Accurately defines End-of-Life Care|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used end-of-life care directly?|What challenges have you faced with end-of-life care?,3-4 minutes,5,Ethics
NUR047,Nurse,Ethics,Advance Directives,Easy,Can you explain Advance Directives and why it matters in your role?,"Advance directives and DNR orders document a patient's wishes for care in situations where they cannot communicate decisions themselves. A strong candidate would also give a concrete example of applying advance directives in a past project or scenario, showing not just definitional knowledge but practical judgment.",advance|directives,Accurately defines Advance Directives|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used advance directives directly?|What challenges have you faced with advance directives?,3-4 minutes,5,Ethics
NUR048,Nurse,Ethics,Patient Advocacy,Easy,Can you explain Patient Advocacy and why it matters in your role?,"Patient advocacy means speaking up for a patient's needs, rights, and preferences, especially when they cannot advocate for themselves. A strong candidate would also give a concrete example of applying patient advocacy in a past project or scenario, showing not just definitional knowledge but practical judgment.",patient|advocacy,Accurately defines Patient Advocacy|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used patient advocacy directly?|What challenges have you faced with patient advocacy?,3-4 minutes,5,Ethics
NUR049,Nurse,Professional Development,Staying Current with Practice,Easy,Can you explain Staying Current with Practice and why it matters in your role?,"Nurses maintain competence through continuing education, certifications, and staying current with evidence-based practice guidelines. A strong candidate would also give a concrete example of applying staying current with practice in a past project or scenario, showing not just definitional knowledge but practical judgment.",staying|current|with|practice,Accurately defines Staying Current with Practice|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used staying current with practice directly?|What challenges have you faced with staying current with practice?,3-4 minutes,5,Professional Development
NUR050,Nurse,Professional Development,Managing Stress and Burnout,Easy,Can you explain Managing Stress and Burnout and why it matters in your role?,"Managing burnout involves recognizing early signs of compassion fatigue and using coping strategies and support resources. A strong candidate would also give a concrete example of applying managing stress and burnout in a past project or scenario, showing not just definitional knowledge but practical judgment.",managing|stress|and|burnout,Accurately defines Managing Stress and Burnout|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used managing stress and burnout directly?|What challenges have you faced with managing stress and burnout?,3-4 minutes,5,Professional Development
NUR051,Nurse,Documentation,Electronic Health Records,Easy,Can you explain Electronic Health Records and why it matters in your role?,"Accurate, timely documentation in the EHR ensures continuity of care and legal accountability for the care provided. A strong candidate would also give a concrete example of applying electronic health records in a past project or scenario, showing not just definitional knowledge but practical judgment.",electronic|health|records,Accurately defines Electronic Health Records|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used electronic health records directly?|What challenges have you faced with electronic health records?,3-4 minutes,5,Documentation
NUR052,Nurse,Documentation,Medication Reconciliation,Easy,Can you explain Medication Reconciliation and why it matters in your role?,"Medication reconciliation compares a patient's current medications against new orders at every transition of care to prevent errors. A strong candidate would also give a concrete example of applying medication reconciliation in a past project or scenario, showing not just definitional knowledge but practical judgment.",medication|reconciliation,Accurately defines Medication Reconciliation|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used medication reconciliation directly?|What challenges have you faced with medication reconciliation?,3-4 minutes,5,Documentation
NUR053,Nurse,Problem Solving,Prioritization of Patients,Easy,Can you explain Prioritization of Patients and why it matters in your role?,"Prioritizing patient care uses frameworks like ABC (airway, breathing, circulation) to decide which patient needs attention first. A strong candidate would also give a concrete example of applying prioritization of patients in a past project or scenario, showing not just definitional knowledge but practical judgment.",prioritization|of|patients,Accurately defines Prioritization of Patients|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used prioritization of patients directly?|What challenges have you faced with prioritization of patients?,3-4 minutes,5,Problem Solving
NUR054,Nurse,Problem Solving,Handling Aggressive Patients,Easy,Can you explain Handling Aggressive Patients and why it matters in your role?,"De-escalating an aggressive patient involves staying calm, using non-threatening body language, and involving security if safety is at risk. A strong candidate would also give a concrete example of applying handling aggressive patients in a past project or scenario, showing not just definitional knowledge but practical judgment.",handling|aggressive|patients,Accurately defines Handling Aggressive Patients|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used handling aggressive patients directly?|What challenges have you faced with handling aggressive patients?,3-4 minutes,5,Problem Solving
NUR055,Nurse,Clinical Knowledge,Postpartum Care,Easy,Can you explain Postpartum Care and why it matters in your role?,"Postpartum care monitors for hemorrhage, infection, and supports the mother's recovery and newborn bonding in the days after delivery. A strong candidate would also give a concrete example of applying postpartum care in a past project or scenario, showing not just definitional knowledge but practical judgment.",postpartum|care,Accurately defines Postpartum Care|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used postpartum care directly?|What challenges have you faced with postpartum care?,3-4 minutes,5,Clinical Knowledge
NUR056,Nurse,Clinical Knowledge,Pediatric Care Considerations,Easy,Can you explain Pediatric Care Considerations and why it matters in your role?,"Pediatric nursing requires age-appropriate communication, weight-based dosing, and involving family in the care of young patients. A strong candidate would also give a concrete example of applying pediatric care considerations in a past project or scenario, showing not just definitional knowledge but practical judgment.",pediatric|care|considerations,Accurately defines Pediatric Care Considerations|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used pediatric care considerations directly?|What challenges have you faced with pediatric care considerations?,3-4 minutes,5,Clinical Knowledge
NUR057,Nurse,Emergency Care,Disaster and Mass Casualty Response,Easy,Can you explain Disaster and Mass Casualty Response and why it matters in your role?,"Mass casualty response uses triage protocols to allocate limited resources to the greatest number of survivors during large-scale emergencies. A strong candidate would also give a concrete example of applying disaster and mass casualty response in a past project or scenario, showing not just definitional knowledge but practical judgment.",disaster|and|mass|casualty|response,Accurately defines Disaster and Mass Casualty Response|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used disaster and mass casualty response directly?|What challenges have you faced with disaster and mass casualty response?,3-4 minutes,5,Emergency Care
NUR058,Nurse,Ethics,Elder Abuse Recognition,Easy,Can you explain Elder Abuse Recognition and why it matters in your role?,"Nurses are trained to recognize signs of elder abuse or neglect and follow mandatory reporting procedures to protect vulnerable patients. A strong candidate would also give a concrete example of applying elder abuse recognition in a past project or scenario, showing not just definitional knowledge but practical judgment.",elder|abuse|recognition,Accurately defines Elder Abuse Recognition|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used elder abuse recognition directly?|What challenges have you faced with elder abuse recognition?,3-4 minutes,5,Ethics
NUR059,Nurse,Patient Safety,Needle Stick Injury Protocol,Easy,Can you explain Needle Stick Injury Protocol and why it matters in your role?,"After a needle stick injury, immediate steps include washing the site, reporting the incident, and following post-exposure protocols. A strong candidate would also give a concrete example of applying needle stick injury protocol in a past project or scenario, showing not just definitional knowledge but practical judgment.",needle|stick|injury|protocol,Accurately defines Needle Stick Injury Protocol|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used needle stick injury protocol directly?|What challenges have you faced with needle stick injury protocol?,3-4 minutes,5,Patient Safety
NUR060,Nurse,Clinical Knowledge,Allergic Reaction Management,Easy,Can you explain Allergic Reaction Management and why it matters in your role?,"Managing an allergic reaction starts with identifying the allergen, stopping exposure, and monitoring for progression toward anaphylaxis. A strong candidate would also give a concrete example of applying allergic reaction management in a past project or scenario, showing not just definitional knowledge but practical judgment.",allergic|reaction|management,Accurately defines Allergic Reaction Management|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used allergic reaction management directly?|What challenges have you faced with allergic reaction management?,3-4 minutes,5,Clinical Knowledge
NUR061,Nurse,Clinical Knowledge,Vital Signs Monitoring,Hard,Describe a situation where you would apply Vital Signs Monitoring on the job. How would you approach it?,"Vital signs (temperature, pulse, respiration, blood pressure, oxygen saturation) are baseline indicators of a patient's physiological status that nurses track regularly. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to vital signs monitoring, and evaluating the outcome, ideally referencing a real or realistic example.",vital|signs|monitoring,Demonstrates practical understanding of Vital Signs Monitoring|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding vital signs monitoring?|How do you measure success when handling vital signs monitoring?,4-5 minutes,6,Clinical Knowledge
NUR062,Nurse,Clinical Knowledge,Medication Administration,Hard,Describe a situation where you would apply Medication Administration on the job. How would you approach it?,"Safe medication administration follows the 'rights' of medication administration: right patient, drug, dose, route, time, and documentation. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to medication administration, and evaluating the outcome, ideally referencing a real or realistic example.",medication|administration,Demonstrates practical understanding of Medication Administration|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding medication administration?|How do you measure success when handling medication administration?,4-5 minutes,6,Clinical Knowledge
NUR063,Nurse,Clinical Knowledge,IV Therapy,Hard,Describe a situation where you would apply IV Therapy on the job. How would you approach it?,"IV therapy delivers fluids or medications directly into the bloodstream, requiring proper site selection, insertion technique, and monitoring for complications like infiltration. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to iv therapy, and evaluating the outcome, ideally referencing a real or realistic example.",iv|therapy,Demonstrates practical understanding of IV Therapy|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding iv therapy?|How do you measure success when handling iv therapy?,4-5 minutes,6,Clinical Knowledge
NUR064,Nurse,Clinical Knowledge,Wound Care,Hard,Describe a situation where you would apply Wound Care on the job. How would you approach it?,"Proper wound care involves cleaning, appropriate dressing selection, and monitoring for signs of infection or delayed healing. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to wound care, and evaluating the outcome, ideally referencing a real or realistic example.",wound|care,Demonstrates practical understanding of Wound Care|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding wound care?|How do you measure success when handling wound care?,4-5 minutes,6,Clinical Knowledge
NUR065,Nurse,Clinical Knowledge,Pain Management,Hard,Describe a situation where you would apply Pain Management on the job. How would you approach it?,"Effective pain management combines accurate pain assessment scales with pharmacological and non-pharmacological interventions tailored to the patient. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to pain management, and evaluating the outcome, ideally referencing a real or realistic example.",pain|management,Demonstrates practical understanding of Pain Management|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding pain management?|How do you measure success when handling pain management?,4-5 minutes,6,Clinical Knowledge
NUR066,Nurse,Clinical Knowledge,Diabetes Management,Hard,Describe a situation where you would apply Diabetes Management on the job. How would you approach it?,"Managing diabetic patients includes blood glucose monitoring, insulin administration, and educating patients on diet and warning signs of hypo/hyperglycemia. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to diabetes management, and evaluating the outcome, ideally referencing a real or realistic example.",diabetes|management,Demonstrates practical understanding of Diabetes Management|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding diabetes management?|How do you measure success when handling diabetes management?,4-5 minutes,6,Clinical Knowledge
NUR067,Nurse,Clinical Knowledge,Oxygen Therapy,Hard,Describe a situation where you would apply Oxygen Therapy on the job. How would you approach it?,"Oxygen therapy delivers supplemental oxygen via devices like nasal cannula or masks, titrated to maintain target saturation levels. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to oxygen therapy, and evaluating the outcome, ideally referencing a real or realistic example.",oxygen|therapy,Demonstrates practical understanding of Oxygen Therapy|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding oxygen therapy?|How do you measure success when handling oxygen therapy?,4-5 minutes,6,Clinical Knowledge
NUR068,Nurse,Patient Safety,Fall Prevention,Hard,Describe a situation where you would apply Fall Prevention on the job. How would you approach it?,"Fall prevention includes risk assessment, bed alarms, non-slip footwear, and keeping the environment free of hazards for high-risk patients. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to fall prevention, and evaluating the outcome, ideally referencing a real or realistic example.",fall|prevention,Demonstrates practical understanding of Fall Prevention|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding fall prevention?|How do you measure success when handling fall prevention?,4-5 minutes,6,Patient Safety
NUR069,Nurse,Patient Safety,Medication Errors Prevention,Hard,Describe a situation where you would apply Medication Errors Prevention on the job. How would you approach it?,"Preventing medication errors relies on double-checking high-alert medications, using barcode scanning, and clear communication during handoffs. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to medication errors prevention, and evaluating the outcome, ideally referencing a real or realistic example.",medication|errors|prevention,Demonstrates practical understanding of Medication Errors Prevention|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding medication errors prevention?|How do you measure success when handling medication errors prevention?,4-5 minutes,6,Patient Safety
NUR070,Nurse,Patient Safety,Pressure Ulcer Prevention,Hard,Describe a situation where you would apply Pressure Ulcer Prevention on the job. How would you approach it?,"Preventing pressure ulcers requires regular repositioning, skin assessment, and pressure-relieving surfaces for immobile patients. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to pressure ulcer prevention, and evaluating the outcome, ideally referencing a real or realistic example.",pressure|ulcer|prevention,Demonstrates practical understanding of Pressure Ulcer Prevention|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding pressure ulcer prevention?|How do you measure success when handling pressure ulcer prevention?,4-5 minutes,6,Patient Safety
NUR071,Nurse,Patient Safety,Restraint Use Policies,Hard,Describe a situation where you would apply Restraint Use Policies on the job. How would you approach it?,"Restraints should be a last resort, used only per policy with regular reassessment and documentation to protect patient rights and safety. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to restraint use policies, and evaluating the outcome, ideally referencing a real or realistic example.",restraint|use|policies,Demonstrates practical understanding of Restraint Use Policies|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding restraint use policies?|How do you measure success when handling restraint use policies?,4-5 minutes,6,Patient Safety
NUR072,Nurse,Infection Control,Hand Hygiene,Hard,Describe a situation where you would apply Hand Hygiene on the job. How would you approach it?,"Hand hygiene is the single most effective way to prevent healthcare-associated infections and should occur before and after every patient contact. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to hand hygiene, and evaluating the outcome, ideally referencing a real or realistic example.",hand|hygiene,Demonstrates practical understanding of Hand Hygiene|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding hand hygiene?|How do you measure success when handling hand hygiene?,4-5 minutes,6,Infection Control
NUR073,Nurse,Infection Control,PPE Usage,Hard,Describe a situation where you would apply PPE Usage on the job. How would you approach it?,"Correct use of personal protective equipment (gloves, gowns, masks) protects both patients and staff from cross-contamination. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to ppe usage, and evaluating the outcome, ideally referencing a real or realistic example.",ppe|usage,Demonstrates practical understanding of PPE Usage|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding ppe usage?|How do you measure success when handling ppe usage?,4-5 minutes,6,Infection Control
NUR074,Nurse,Infection Control,Isolation Precautions,Hard,Describe a situation where you would apply Isolation Precautions on the job. How would you approach it?,"Isolation precautions (contact, droplet, airborne) are applied based on how an infectious agent spreads to prevent transmission. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to isolation precautions, and evaluating the outcome, ideally referencing a real or realistic example.",isolation|precautions,Demonstrates practical understanding of Isolation Precautions|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding isolation precautions?|How do you measure success when handling isolation precautions?,4-5 minutes,6,Infection Control
NUR075,Nurse,Infection Control,Central Line Care,Hard,Describe a situation where you would apply Central Line Care on the job. How would you approach it?,"Central line care follows strict sterile technique during insertion and maintenance to prevent central line-associated bloodstream infections. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to central line care, and evaluating the outcome, ideally referencing a real or realistic example.",central|line|care,Demonstrates practical understanding of Central Line Care|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding central line care?|How do you measure success when handling central line care?,4-5 minutes,6,Infection Control
NUR076,Nurse,Emergency Care,CPR/BLS,Hard,Describe a situation where you would apply CPR/BLS on the job. How would you approach it?,"Basic Life Support skills, including CPR, are critical for responding to cardiac or respiratory arrest until advanced help arrives. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to cpr/bls, and evaluating the outcome, ideally referencing a real or realistic example.",cpr|bls,Demonstrates practical understanding of CPR/BLS|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding cpr/bls?|How do you measure success when handling cpr/bls?,4-5 minutes,6,Emergency Care
NUR077,Nurse,Emergency Care,Sepsis Recognition,Hard,Describe a situation where you would apply Sepsis Recognition on the job. How would you approach it?,"Early recognition of sepsis (fever, tachycardia, confusion, low blood pressure) and prompt treatment significantly improves patient survival. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to sepsis recognition, and evaluating the outcome, ideally referencing a real or realistic example.",sepsis|recognition,Demonstrates practical understanding of Sepsis Recognition|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding sepsis recognition?|How do you measure success when handling sepsis recognition?,4-5 minutes,6,Emergency Care
NUR078,Nurse,Emergency Care,Anaphylaxis Response,Hard,Describe a situation where you would apply Anaphylaxis Response on the job. How would you approach it?,"Anaphylaxis requires immediate epinephrine administration, airway management, and close monitoring for a biphasic reaction. In practice, a candidate should describe a step-by-step approach: assessing the situation, applying best practices related to anaphylaxis response, and evaluating the outcome, ideally referencing a real or realistic example.",anaphylaxis|response,Demonstrates practical understanding of Anaphylaxis Response|Provides a logical step-by-step approach|Considers risks or edge cases|Reflects on outcomes or lessons learned,What would you do differently next time regarding anaphylaxis response?|How do you measure success when handling anaphylaxis response?,4-5 minutes,6,Emergency Care
